DATE,DGS7
2021-12-23,1.42
2021-12-24,.
2021-12-27,1.41
2021-12-28,1.41
2021-12-29,1.47
2021-12-30,1.44
2021-12-31,1.44
2022-01-03,1.55
2022-01-04,1.57
2022-01-05,1.62
2022-01-06,1.66
2022-01-07,1.69
2022-01-10,1.71
2022-01-11,1.69
2022-01-12,1.67
2022-01-13,1.64
2022-01-14,1.72
2022-01-17,.
2022-01-18,1.82
2022-01-19,1.78
2022-01-20,1.77
2022-01-21,1.70
2022-01-24,1.69
2022-01-25,1.73
2022-01-26,1.81
2022-01-27,1.78
2022-01-28,1.74
2022-01-31,1.75
2022-02-01,1.76
2022-02-02,1.74
2022-02-03,1.78
2022-02-04,1.90
2022-02-07,1.88
2022-02-08,1.93
2022-02-09,1.92
2022-02-10,2.03
2022-02-11,1.92
2022-02-14,1.98
2022-02-15,2.03
2022-02-16,2.00
2022-02-17,1.94
2022-02-18,1.90
2022-02-21,.
2022-02-22,1.93
2022-02-23,1.98
2022-02-24,1.94
2022-02-25,1.96
2022-02-28,1.81
